node,community
SULF1,17
CIC,27
CG10486,21
EBI-174538,5
EIF3-S10,17
SHOT,3
CG14985,19
CG15475,3
SU(S),0
CG15382,28
KL-3,17
CG14380,22
ART1,22
CG2083,17
CG17361,10
CG1638,6
EBI-132115,6
CG31924,0
CG5984,21
CG13936,9
CG4038,4
CG11412,9
CG17298,8
TAN,12
CG17781,0
EBI-119320,23
CG16753,23
HO,7
CECC,22
CG10116,2
EBI-274168,62
PROS28.1,7
DNAPOL-ALPHA50,19
CG7177,0
CG10575,28
EBI-147195,2
MOD(R),28
CG6512,27
CG32810,12
CG10535,17
EBI-187485,21
CG6279,22
PR,22
CG13117,3
P,21
CG17286,23
CG3062,19
EBI-122823,5
CG1910,4
CG2691,1
EBI-149119,1
CG7830,19
CG11844,11
EBI-190471,28
CG11190,22
ATPALPHA,17
TMOD,4
MCR,10
NEP4,17
CG8611,6
CG31974,6
CG11739,17
CG15531,8
CG4020,8
EBI-147973,4
EBI-141901,24
SIN,27
CG14103,19
EBI-96305,6
CG5274,2
EBI-1558019,3
CG2336,9
EBI-179196,9
EBI-501109,2
FOXO,19
CG12377,32
CG15143,32
EBI-119110,6
CG15199,27
CG7409,27
RFC38,0
CG2256,21
HLH3B,2
CG32779,19
CG14128,6
CG18789,2
CG10672,7
TNA,19
OLF413,2
CG12682,8
EBI-869738,12
OSI15,19
CG2104,10
EBI-152689,38
BRAT,21
EBI-86215,6
CYP12A4,19
CG7655,0
CG7516,22
CG10208,11
EBI-175035,4
GEK,2
CP19,19
CKIIBETA2,2
CG14191,21
TREH,7
EBI-162592,3
CG13541,4
EBI-867721,17
SLI,3
CG9629,0
SCAR,6
CG32137,17
LDS,7
CG10543,17
EBI-101595,8
CG14325,28
CG30414,27
CG10414,19
EBI-88738,24
CG5024,22
CG14866,17
BNB,28
CG11398,17
CG33521,10
RAB7,11
EX,17
KDELR,22
EBI-143697,0
SAGE,23
CG6310,17
SU(P),6
CG4848,19
CG15118,2
CG5146,0
XPD,19
CG10107,17
CG1965,17
CG11227,6
EBI-120360,8
CG5155,21
CG13737,6
EBI-126851,0
CG14915,63
KLP61F,63
TWF,0
CG10177,9
CG13454,33
L(1)19EC,15
CG5715,64
CG14944,64
CG7714,22
CG15169,27
CG40368,9
STI,0
HIW,3
CG10496,6
CG7367,6
CG12818,6
CG15685,15
CG12162,4
CG11777,0
MTACP1,2
CG14184,10
EGH,11
CG4692,24
CG14130,7
MIB1,11
CG10960,0
CG12075,3
EBI-194476,0
IMD,22
CG4653,2
CG17196,15
CG11407,65
L(1)G0095,65
WB,17
CG12194,17
CG10097,8
CG10069,6
RPN7,19
CG5156,21
LARP,2
UPDO,22
CG5938,2
CG10576,3
EBI-170077,15
SIN3A,2
CG17652,28
NEUROCHONDRIN,21
BVES,2
SK1,6
GOS28,9
CG3532,6
CG11882,3
CG9267,19
YELLOW-E3,0
DBR,11
EBI-97449,12
RPS19B,8
CG2186,6
EBI-167548,24
EBI-132882,19
CG5151,3
CG10238,6
L(1)SC,23
EBI-129165,0
CG10570,0
EBI-195942,0
CG18011,8
EBI-168048,2
CG7328,8
CG5171,2
SPT4,17
CG2053,11
CG10077,4
CG6151,0
CG5873,0
EBI-186929,4
DHH1,3
APC7,8
OX,19
CYP309A1,22
CG9335,0
CG9965,7
EBI-108882,22
CG18041,6
CG3792,0
SPRED,17
VPS28,10
CG14225,22
EBI-153320,4
CG9782,11
EBI-259423,9
CG5028,5
L(2)37CB,5
EBI-148192,19
EBI-230517,6
DHC64C,17
LT,19
CG1826,10
EBI-156070,0
EBI-122184,0
BTL,19
CG14446,5
LIPRIN-ALPHA,2
CG13367,32
CG5110,4
CG5189,4
P120CTN,4
CG6873,10
CG34388,7
CG18347,19
CG32638,15
EBI-132841,7
ART7,2
CG7181,22
MRPS9,17
CG5235,7
HANG,17
EBI-185239,17
CG4447,5
MURA,25
OBP56A,1
CG6689,3
EBI-111569,3
CG3967,17
EBI-209354,9
CG3419,6
EBI-111108,6
CG9465,0
CG31673,0
CG11267,12
CG30403,19
RUN,23
CG13989,2
RU,22
PROSMA5,17
CG2789,0
CG32409,0
PVR,15
OSTSTT3,5
EBI-168703,5
JUMU,11
TFB1,3
CG4078,2
CG9498,0
CG4281,4
CROL,12
CG10591,6
CG5027,27
CG9107,27
CG6422,8
CG8765,17
CG12333,66
KRT95D,66
CG30387,17
EBI-157288,15
EBI-179081,28
EBI-136170,9
CG14618,11
NWK,3
CG7251,3
CG9825,27
LAP,4
CG8451,28
EBI-84801,67
CG3164,67
CG14656,21
PLE,3
EBI-250618,9
CG8281,0
CG18397,19
RAB-RP4,15
CG8678,7
CG3058,25
PHAX,6
DLGAP4,19
PU,3
LANA,17
MEW,17
CG11576,15
CG8193,12
CG8108,24
FBP2,34
PRP18,19
CG9344,15
CG17919,0
CG9839,28
CG5288,3
EBI-142992,29
ATO,23
DNT,0
CG12173,27
CG14962,4
CG33203,24
SCE,24
CG8562,24
EBI-198437,6
EBI-118989,8
CG40045,3
EBI-114403,4
BNL,19
EBI-119369,11
CG17109,17
CG14935,17
CG10219,22
CG8549,19
CG31637,0
CG17260,4
CG30183,23
CG14631,8
OSBP,17
EBI-171370,15
HBS,0
CG3259,10
CG10724,0
EBI-91166,5
CG18628,5
TASK6,9
SRP72,11
UNK,28
CG8768,19
CG8596,19
CG10221,17
EBI-127319,8
L(2)01289,17
APH-1,6
LCP3,0
CG13074,4
L(2)EFL,24
MP20,24
CG14154,19
CG12729,28
PITA,17
CENP-C,8
CCAPR,0
GABA-B-R2,6
CG7261,3
EBI-89114,0
CG9296,5
CG3488,19
PH4ALPHAEFB,21
EBI-106341,25
MRPL40,6
CG3509,8
CSW,17
CG14113,28
SNI,19
CG32473,15
EBI-87478,9
GRIP84,21
EBI-187199,2
CG5745,21
CG15618,21
CG5245,8
EBI-870882,24
EBI-177795,2
EBI-1433422,24
CG10752,8
PARG,27
CG10126,28
GGA,21
EBI-197901,4
CG12587,6
CG9853,12
CG13065,0
JON25BI,3
CBL,0
CG31213,8
EBI-141046,6
EBI-114571,24
CG15036,11
CG3493,9
KDN,9
KLP68D,22
LECTIN-30A,8
CG13705,17
EBI-121734,4
PEPCK,17
CG10195,28
CG1957,2
CG31869,19
CG12265,0
AHCY89E,4
BRE1,15
CG5953,5
CG7168,7
CG2185,15
CG6695,2
CG13611,2
CG31738,5
SLPR,3
CG14711,6
CG9266,17
CG13898,2
TFIIEBETA,23
PR-SET7,2
CAPA,17
CG5194,6
KLP3A,0
EBI-195337,5
SPASE12,9
EBI-141388,0
EBI-192595,6
MUS101,4
CG17082,17
ALPHATUB85E,28
BETATUB60D,28
DHOD,7
EBI-128008,3
CG11178,3
CG15025,1
CAD89D,25
CG14584,21
L(3)NEO18,8
CG7824,6
CG4161,6
CG8199,17
EBI-106803,1
CG7025,28
PPK23,3
RAD21,7
OR33A,17
CG31453,9
ZW,7
CG15651,8
EBI-499779,17
CG31635,0
CAN,3
CG5360,3
CG10055,19
TIMEOUT,22
CG7456,0
ARP-LIKE,23
TARA,21
CG10651,2
CG9759,28
CG9723,4
TPNC47D,11
CG16838,3
NITFHIT,3
PGD,11
SDA,7
CG14075,19
CG7742,25
CG14709,2
GPSM2,6
VM26AA,0
EBI-142201,1
IRP-1A,3
CG31743,27
SCS-FP,21
PIF1B,2
YTR,17
CG15556,22
CG2200,28
BTD,10
RAS64B,17
CG32082,22
SHN,2
EBI-129904,19
CG7963,6
EBI-103316,19
CG6744,24
CG6885,2
G,12
CG4169,22
CG10333,17
CG5928,6
KUK,0
EBI-92224,28
CENB1A,11
EBI-195675,28
OR98B,28
EBI-144765,24
CG12773,22
CG14898,28
CG14811,32
MESO18E,7
MSL-2,24
CG5037,6
L(2)08717,22
ORD,24
CG3680,24
PAPS,0
CG4461,21
CG31729,10
EBI-174761,8
CG9235,19
CG31510,10
GLU,4
CPR64AC,5
EDG91,7
CG13398,3
CG14277,21
EBI-163241,7
GAS41,6
CG8408,0
EBI-154279,19
CG12782,5
CG7778,3
CG12972,19
CG32201,6
CG13088,0
CG13565,6
EBI-150297,11
EBI-109846,11
CG12460,1
CG7650,6
MST57DA,1
TOB,25
EBI-183861,0
CG7180,21
CG3793,2
EBI-181077,28
EBI-209775,0
CG14906,5
OR59A,6
PSQ,12
GRANNY-SMITH,19
EBI-180211,21
CG7218,9
EBI-96543,19
PHGPX,19
CG4272,12
CG31116,2
CG8616,0
CG31457,15
CG14438,11
CG12551,2
DISCO-R,17
EBI-98288,21
EBI-87592,19
CG11847,4
EBI-151615,3
CG31048,17
IRD5,22
ACP62F,19
EBI-500361,2
EBI-168547,9
EBI-130432,19
SPEC2,17
CG9021,15
GAL,0
DOC1,3
WBL,22
CG5316,6
EBI-172165,6
EBI-110639,0
SIM,17
CG15760,28
HSP70BB,11
WDS,17
CG5844,4
EBI-281215,5
TER94,26
EBI-110865,29
CG4332,15
CG8795,15
CG15201,19
CG5626,27
CG13926,0
EBI-498304,22
EBI-114795,19
AATS-MET,32
CG5476,29
FNG,22
EDG78E,6
CG18672,0
CYP304A1,22
NBS,22
CHOP24,0
RPD3,12
L(3)05822,28
HDAC4,22
CG12849,11
CG5160,11
CG11534,24
CG6195,17
EBI-111318,17
CG5527,9
EBI-458994,17
EBI-152782,22
MED1,22
CG4115,24
CG14598,32
5PTASEI,6
EBI-148486,4
CG6842,6
CG34411,1
CG13298,28
GBETA13F,0
CLT,3
CG11436,6
EBI-86675,7
CG3301,68
LAG1,0
SPO,4
L(3)04053,12
EBI-165774,7
EBI-185352,15
CG14952,28
CG31345,19
THOR,4
CG7866,11
EBI-130761,19
CG33969,2
EBI-113263,3
EBI-154712,2
EBI-150762,69
CG9264,69
CG6409,5
CG18649,6
EBI-84140,0
CG14795,19
EBI-176188,6
ATU,10
CG6912,21
CG6118,21
CG32199,9
OBP99A,5
CG3244,0
CG5869,6
CG17612,3
CG6144,2
CG2898,32
CG4563,62
CG13042,2
CG7368,0
CG17982,4
EBI-221594,17
CG31323,17
FIT1,9
SEMA-1A,17
CG6325,4
EBI-932704,8
BEAT-IIIA,4
MEKK1,17
CRM,22
CG11889,8
CYP6T1,28
CG12506,0
EBI-183397,3
CG7634,11
CG14253,33
TRF2,7
CG13891,0
TL,22
SPZ,22
EBI-107568,19
MCM7,24
SSE,3
CG13708,2
CG14290,11
ROD,6
CG7248,19
CG17544,0
EBI-134465,0
DLGAP2,19
CG5161,5
CG32447,21
CG5280,6
WGN,5
MEI-P22,2
TRP,24
CG6776,4
HSP60D,6
CG4198,6
EBI-185283,19
SCW,17
MDH,5
CG31300,5
HGTX,0
NUP154,27
EBI-263078,8
CG14061,15
CG9257,8
CG31760,27
CG14527,22
ELF,0
CG14694,7
DVL1,22
CG4933,29
CG12681,7
ARP14D,17
MOV34,7
RPN9,4
CG2209,6
CG8679,6
CG40160,0
CG12084,6
TRE,28
CG11490,5
PBPRP1,0
ERF1,0
CG6966,0
SCB,2
CG16941,0
CG31102,2
B-H1,0
DOX-A2,0
CG5199,6
EIF-3P40,6
NMD3,0
CG6017,0
EBI-84244,37
CG13877,3
CG33110,12
CG8262,4
L(2)NOT,15
EBI-155160,29
CG5886,9
KING-TUBBY,6
CG17834,17
CG3921,15
CG14301,4
CG31184,8
ACYP,25
CG4520,6
ACP1,3
NTF-2R,12
SYTIV,15
CG9205,15
CG31082,0
CAP-D2,21
RPB10,3
CG4030,10
RRP46,4
EBI-103310,23
EBI-163938,8
CG8117,24
CG14617,24
EBI-167404,10
PK92B,6
CG5768,2
EBI-239336,0
CTA,4
FOG,4
CG6164,28
YRT,24
CG11035,0
OTK,17
CORP,51
EBI-131186,17
OSM-6,6
CG7484,12
CG14528,7
CG5740,17
EBI-191695,6
EBI-169442,2
CG5010,5
DYB,17
CP1,0
CG5892,27
HIS1:CG31617,12
HMGD,12
CG11089,21
CG14418,19
CG11151,0
EBI-158400,0
EBI-182816,1
CG8630,9
CG3625,9
EBI-189320,19
CBY,7
CG11404,70
EBI-105787,70
CG4764,4
CG7974,11
L(1)G0230,28
OBP58C,1
CG10254,1
NUP153,0
CG10722,19
CG10566,19
PICK1,19
EBI-266321,6
EBI-105455,19
CG16894,19
GR43A,11
FDH,3
EBI-1012355,2
DRM,7
CG12344,0
IPK1,6
EBI-154110,17
PAIN,6
CG4945,15
CYT-C-D,6
EBI-136651,21
CG2263,17
CG7211,9
EBI-192208,23
DPH5,19
CG17032,12
CG34349,8
NLAZ,6
MTP,21
CPR62BB,0
LSD-2,15
WIT,24
HYX,21
EBI-154548,27
EBI-219913,17
CG9641,17
WUS,24
EBI-133675,19
KEK1,22
TEN-A,3
CG10996,22
HR38,2
PIGEON,12
OGRE,0
FAT2,11
CG10674,19
CYP2G1,24
CG5130,4
CAMTA,71
CALM_BOVIN,71
CG14252,0
CG11168,17
NOCTURNIN,6
CRAG,24
HSP60C,6
PUG,24
CG10909,24
CG7841,4
CG5096,6
CG11775,4
CG32736,17
CG3812,17
CG14805,24
MLC1,72
EBI-2107797,72
CG17362,19
L(2)35DF,17
KSR,3
EBI-269332,5
CG17712,21
CG13999,9
IMPL2,6
JON25BII,0
CG31997,5
MUS210,10
CG17259,27
P24-1,8
CG32446,7
CG3831,5
CG1218,3
ROK,4
CG5045,21
EBI-122644,19
CG15816,6
CG5565,24
EBI-499742,22
CG10343,6
CG10251,6
CG2641,24
SANTA-MARIA,28
DHC16F,17
WUPA,19
CG5241,2
CG3556,29
FDL,11
EBI-115672,10
EBI-113533,3
EBI-2109075,15
EBI-160292,6
EBI-195890,4
EBI-1446762,7
CG5343,24
SCPR-B,15
ORCT2,15
EBI-98927,28
CG14937,2
CG7671,5
PAF-AHALPHA,3
CG2747,8
CG9063,8
EBI-116558,5
CG15056,8
EBI-104625,6
AXS,15
CG7066,21
CG17856,6
CG15239,27
CG10581,11
EBI-194578,6
GATAE,2
CG11417,3
CG32570,0
CG17904,2
EBI-158755,15
MBD-LIKE,28
CG3209,8
CG31080,28
EBI-497938,17
TIS11,27
CYP4S3,19
SHEP,7
CG4822,5
BAB1,6
LSP2,11
CG3536,4
STIM,2
OR59C,0
CG4278,73
CG6439,15
CG5357,6
CG8165,5
CG13972,24
MUS81,2
NAT1,1
MTHL8,19
BLOT,0
MBD-R2,27
NOD,28
CG32700,19
CG3815,19
CG10743,28
GAS8,5
ATAC1,2
EBI-87578,3
EBI-143209,10
CADN,17
CG5762,21
EBI-109062,17
EBI-165707,6
RNPS1,0
TRA,10
CG12436,2
CG31477,4
RPP30,4
EBI-187555,15
EBI-177745,19
GALNAC-T2,28
CG1677,28
CCAP,0
MRPL9,17
EBI-86055,19
EBI-167573,8
SOP2,0
BARR,12
CG9005,17
EBI-191079,9
CG3875,6
EBI-114516,32
TS,19
CG6665,7
EBI-142445,19
CG9226,0
CG7903,3
EBI-1558022,3
MNN1,10
CG31546,19
EBI-101178,17
CG31638,6
CG2217,17
ADE5,74
VENTRALLY-EXPRESSED-PROTEIN-D,27
FIM,24
CG7059,8
CG6043,0
SET2,8
FK506-BP1,0
MGSTL,19
CG3698,11
CG3566,28
BW,17
CG32112,8
EBI-169490,8
CG32104,0
SRC,2
CG12268,7
OBP56D,6
CG9236,2
CG8594,9
CG10863,0
CG1749,19
RFX,3
REP,4
EBI-109317,8
CG15715,0
CG8483,5
CG4645,0
CG10585,2
CG32306,17
CYP6A22,4
CG18675,6
SARA,15
DUP,24
CG12219,17
LIN-52,12
EBI-117677,0
EBI-925940,23
EBI-246302,75
EBI-134974,75
CG12517,6
EBI-142389,21
CG30291,6
CG6737,28
EBI-200060,6
CG14105,6
BX,2
GL,15
TIM17A2,31
EBI-195293,19
MBF1,10
CG14629,17
CG14519,5
CG5532,0
DLIC2,12
CG32698,15
CG12608,2
EBI-186514,11
HUG,6
CG13699,25
CED-12,17
MDR49,6
CG5966,0
EBI-150380,15
EBI-82154,24
CG12105,9
CG4239,10
WDP,3
EBI-255453,27
CG12375,3
CG9603,17
EBI-166173,32
CG15879,0
EBI-140299,8
NVY,17
EBI-104135,17
DOME,2
BIF,15
CG31612,7
DVL3,22
CG31758,0
YEMALPHA,19
CG6565,28
CG4774,19
EBI-1010511,12
NACRALPHA-30D,21
CG11784,8
GPRK1,6
EBI-191830,6
CG1317,12
EBI-91393,0
CG14782,19
BEST1,4
TOM40,3
CG5830,10
CG31674,8
EBI-90748,24
ATG8B,5
SAS10,2
PRL-1,9
SMC5,15
A5,0
WIBG,11
NPLP4,8
CG14194,0
CG12171,4
MAS,17
NUB,17
CG31813,28
TEFU,17
EBI-113007,11
FRC,11
CG4849,22
CG13361,11
OSCILLIN,23
EWG,8
CG5604,28
EBI-98103,0
CG12264,21
EBI-193907,17
BAP55,10
CG15526,23
PIO,32
EBI-500760,2
ODC2,15
EBI-137198,0
CG33056,1
CG5428,2
CG3108,3
CG31875,6
CG3020,19
TUDOR-SN,0
EBI-212620,11
CG9253,4
EBI-89424,0
CG11726,8
CG12231,21
CG13631,4
CG3980,21
EBI-89606,8
CG10469,22
MTHL3,0
COG7,22
STAN,22
SDIC1,11
NMNAT,19
CG2059,8
CG8273,5
EBI-94796,19
CG15321,22
EB1,17
CG5976,1
EBI-151003,6
MCM6,24
LZ,21
SRP,21
CG18522,17
EBI-242366,2
CG8289,11
MESR4,17
CG33214,11
EBI-84008,9
CUL-4,2
EBI-497239,3
CG1637,15
EBI-164412,2
PONT,3
CG4786,19
EAG,3
KEK3,76
FEO,76
CYP12A5,19
CG15403,2
CG6232,6
EBI-105655,19
CG4585,9
CG2202,6
CG5431,27
EBI-104392,8
SPN,17
CPR65AW,17
EBI-188954,6
CG13023,4
EBI-226426,4
UNC-4,23
CG18128,5
CG1737,10
EBI-145869,4
CG16886,19
CG16800,19
OMD,15
EBI-135787,11
PVF3,19
CG1332,19
NDAE1,0
CG17806,15
CG10137,33
CG2478,21
GS2,3
AUB,0
CG13213,2
CG14353,19
CG31644,9
GSTD10,6
IMPE2,22
EBI-192571,8
LCP65AC,15
CG7910,15
NG1,22
CG5728,17
CG8062,0
CG5945,28
CG10680,0
RHOGAPP190,21
MRPL54,4
RHOGDI,0
CG10673,12
CG31368,6
FOI,24
CG7691,0
CG17660,24
CG6791,19
CG11068,15
DLGAP3,19
CG4151,19
CG4643,2
CG10280,29
CG9086,0
CYP6W1,17
CG5919,9
CG31344,77
EBI-1246982,77
BEM46,21
BSG25A,8
CG14998,15
CG13690,21
CG9472,24
EBI-158878,29
CG15210,27
CG10080,25
CG11999,5
CG3355,2
CG9804,22
SOBP,3
CG2023,9
CG6194,21
PKC53E,12
CG9461,22
ORC1,24
EBI-94844,78
CG1640,78
EBI-91747,2
CG9717,9
PCK,11
EBI-191142,27
CG15374,28
CG6071,4
CG6311,19
EBI-171712,27
OS,2
SL,79
CG32432,79
EBI-110911,2
CG5188,23
RRP4,0
CG7239,6
EBI-110270,3
TFIIS,19
PFE,10
CG8134,24
CG32499,3
CG9139,8
EBI-125233,2
CG13579,4
CG5070,27
CG11379,6
SSDP,0
CG11063,3
CG3105,23
CG14834,4
EBI-118590,6
TSP29FB,10
CG7627,17
L(2)K05819,17
EBI-93523,2
D2R,7
CG2604,27
CG2694,80
CG7359,80
CG13771,0
DOS,17
CG9536,21
CG4267,17
CG15134,17
ADE3,17
CG9304,4
CG18171,19
CG31792,17
EBI-114237,17
LWR,17
EBI-176220,4
RYA-R44F,17
CG12063,28
CG5276,2
CG13073,0
CG15456,8
MTHL4,8
L(2)K07824,8
CG3376,8
ARC1,2
TANGO13,24
CG4598,0
CG4140,22
BRN,5
RICTOR,22
CG12115,11
EBI-94083,0
EBI-137377,6
CG14017,6
CG16718,7
CG31716,21
CG10749,17
DJ-1BETA,2
CG2127,19
NOTUM,22
EBI-183920,6
CG8064,15
CG32852,17
CG32708,5
CG15161,6
ACT79B,15
AATS-LEU,17
NELF-E,9
CG9992,19
CG17462,3
EBI-231659,0
EBI-177492,0
SEC24,2
CG15597,6
CG31098,2
CG30043,21
CG10463,19
CG15628,21
EBI-174408,15
CG7891,6
CG16903,6
SHG,3
HDAC6,81
CG31063,81
CYP6D5,11
CDK9,24
CYCT,24
APRT,10
CG5941,10
EBI-156903,11
EBI-184324,0
EBI-107198,19
CG6762,0
CG11300,0
EBI-95133,10
HMGZ,10
CG31772,4
CG7164,6
EBI-169277,0
BON,27
CG17672,2
EBI-147902,10
OST48,6
CG15577,17
CG12655,0
YELLOW-D2,0
KAIRIA,2
RETN,23
CG4053,4
CG12659,21
CG9813,5
EBI-88598,27
EBI-154478,17
PK,22
CG32572,7
CYP28D1,28
GR2A,9
LVPH,7
CG15484,19
GDI,6
KIF5C_RAT,2
CG12360,6
EBI-163424,11
EBI-162052,17
CG14943,19
NHE2,2
EBI-136721,6
MES-4,19
CG3149,0
FUCTA,6
CG9410,5
CG4610,27
CG3916,21
CG14074,28
KEK2,7
MRPL19,22
CG9259,8
CG4050,22
EBI-500435,3
CG5669,19
DISP,17
CG34384,12
TAF8,12
CG3999,6
GR28B,28
CG30161,11
EBI-147475,1
KLG,0
DIP-C,2
CG31694,2
CG16852,22
EBI-123170,12
CG4597,6
CG1695,0
CG3527,19
MRPL11,0
CG9323,6
SMC1,17
EBI-118629,6
CG6225,21
L(1)G0320,22
BEAT-IIA,11
GIG,6
L(1)G0193,17
CG17322,15
OSI10,6
CG9313,0
CG14180,6
TSP42EC,6
CG8481,12
EBI-119435,17
SPN27A,6
RPS6,22
EBI-186876,6
EBI-240350,19
CG15336,6
EBI-160705,8
EBI-139510,8
CG15337,19
TXBP181-LIKE,21
CG9216,6
CG9098,11
18W,17
CG6130,8
CG5412,32
CG7219,15
EBI-130332,17
CG2871,3
CG15431,15
CG13609,21
EBI-201517,2
CG11814,19
LAMC,17
CG40042,19
CG7351,9
CG14441,22
CG13029,8
EBI-499636,3
CG7927,24
CG5392,15
CG16781,2
CHD3,2
CG3044,1
CG12730,6
EBI-167301,6
CHICO,6
RYBP,28
CG12674,24
CG10887,24
CG32343,11
TAL,0
TOMB,17
CG1134,82
ATL,82
CG3909,62
MAPK8IP2,24
EBI-1895039,7
EBI-135229,4
CYP4E2,49
CG15877,10
PROMININ-LIKE,5
CG7669,0
CG4434,11
L(2)DTL,28
TSP5D,17
MCT1,24
PPIE,15
HKB,19
CG5724,3
CG32529,2
NACRALPHA-96AB,12
CG15194,28
CG14949,0
EBI-92202,5
ERGIC53,6
ORMDL,3
MRPL22,10
THIOLASE,6
CG17081,8
EBI-124377,2
EBI-165992,15
RETM,6
CG11601,0
SYX18,0
CG7382,6
OBP57C,8
SAN,28
CG10163,6
CG13550,2
CG1416,22
CG5548,17
PARP,4
OTP,19
CG10407,6
CG31537,17
CG2938,12
CG17738,6
CG2807,0
CG33169,19
EBI-152860,22
CG30266,17
EIF-2ALPHA,24
CG17359,28
GALECTIN,7
PPD6,24
EBI-121538,8
CG2685,0
CG30339,17
EBI-94304,83
CG32372,83
CG13471,6
SDK,0
MEI-P26,4
NRG,17
CG8223,4
CG11756,24
CG17470,17
CG10737,3
CG8552,21
CG13632,0
CPR66CB,22
CG13155,22
OBST-J,7
CG3224,2
MRPS35,7
CG18146,19
SF1,0
EBI-93764,0
UGT37B1,47
CG2955,0
EBI-175932,5
CG3894,2
MOF,24
CG11033,2
CLK,3
CYC,3
EBI-160039,5
MRPL28,7
CG6709,23
NK7.1,24
SRP19,28
MTHL9,0
CG2277,0
CG3760,24
CG11451,17
EBI-152834,15
ADAR,17
CG15483,8
RPN2,28
CG31241,2
L(2)35BD,0
ROC1B,6
CG4619,84
CG16711,84
PH4ALPHANE2,0
ARGOS,22
EBI-127856,24
SLMO,2
CG30419,8
DGO,22
5-HT2,19
CG3735,6
CG7992,27
CG3902,17
INR,24
CG11811,0
CG1530,12
CUL-5,21
SHAB,2
ACP98AB,6
CG31957,3
CG1427,0
RAB8,19
EBI-213678,3
EBI-99517,19
ANP,15
TRP1,0
EBI-499112,22
EBI-132599,0
EBI-869704,10
EBI-148517,12
CG13712,6
CG31460,0
EBI-158379,21
EBI-173185,8
CKIALPHA,3
CG12125,8
CG13694,19
SEC71,19
CG17030,23
CG14651,6
MTRM,17
CG11501,21
DOC3,24
VAV,3
CG13300,7
CYP6A14,11
THD1,19
EBI-123863,3
EBI-101899,6
CG6208,17
CG12400,0
CG31547,4
CG31176,19
TIE,17
CHT3,4
EBI-129413,6
CG32944,19
CG8461,24
CG14450,15
OR85A,85
YELLOW-B,85
CG8010,17
CG11180,2
ODC1,15
CG11815,6
NAK,17
EBI-280884,19
CG17782,1
CG7095,6
OLF186-F,6
CG3699,27
CG8861,6
CG32573,21
EBI-251599,6
HEIX,0
CG16704,22
CSUL,0
EBI-142929,21
CG3589,0
CG13776,28
SLE,0
CG14120,12
CG15029,7
EBI-132445,6
CG13587,28
MRP,17
CG3756,21
CALPC,0
CG5246,8
CG12004,7
CG2201,15
TILB,4
CG9243,24
CG5867,21
CG17486,19
GYC-89DA,6
PXB,0
HTL,24
CG6718,6
EBI-147733,5
CG1347,6
C3G,0
KLP10A,7
COQ7,15
CG15306,4
CG10947,6
CG14610,6
EBI-127914,21
CG3744,4
LECTIN-GALC1,27
PKA-C2,11
CG13758,86
GCLM,6
CG13894,6
CG13896,3
CAD99C,12
CG3579,27
EBI-99451,9
SEMA-5C,19
CG18787,6
CG3124,25
PSA,5
CG15820,6
CG13597,6
CG6678,11
NG2,19
CG1631,11
EBI-159112,17
CG8979,2
CG14508,21
CG17734,0
G-OALPHA47A,5
EBI-497522,2
TRY29F,5
CG15927,21
CYP12C1,19
CG13054,24
CG1021,59
EBI-120916,0
CG7837,3
CG15455,6
CG4301,0
CG12419,19
CG7580,15
L(2)S5379,6
BMM,19
EBI-133557,12
PLC21C,3
SEC15,28
EBI-134919,19
CG11590,28
PHOL,17
NKD2,22
KIF5B,19
CG31746,8
CG6216,17
SS,17
CG10132,17
SCGALPHA,21
OAT,17
EBI-128685,6
CG10144,7
PDP,0
CG5112,6
MAT89BB,8
CG12540,7
EBI-223492,10
CG31150,15
CG9706,19
EBI-184732,6
CG10237,19
CG13025,19
CG11362,2
CG5220,7
DBI,4
EBI-90080,6
EBI-182166,21
SFL,17
CG5038,6
TEH2,9
CG15533,5
EBI-272068,20
EBI-1630112,2
CG12785,3
EBI-117534,11
EBI-108621,21
CG1969,87
CG31759,19
STRN-MLCK,17
AMY-D,0
CYPE,6
RAD9,21
CG3571,4
PTP10D,3
SK2,0
GPRS,15
CG31053,6
NCM,28
CG8966,6
CG12106,7
EBI-150610,8
EBI-141485,4
CG8931,29
CG12822,2
CG34391,8
CG13077,19
CG4468,3
CG5467,19
CG3975,7
CG4302,4
CG8773,4
EIG71EC,19
MAB-2,7
EBI-100337,0
SUR-8,3
CG33123,19
CG4213,6
EBI-145018,8
CG13826,28
CG31342,19
NORPA,17
CG14351,24
CG18081,24
HRB98DE,0
CG5612,2
D4,8
EBI-123711,2
UGT36BA,8
CG14722,12
CG17721,10
CG9066,3
CG32191,6
EBI-129513,8
OSCP,3
EBI-110594,11
ERCC1,19
MUS201,19
EBI-93850,8
CG13299,6
BSF,19
ART9,6
EBI-193391,19
DNAPOL-EPSILON,6
CG14122,2
CG6218,2
EBI-235994,22
CG6954,6
CG31549,4
CG8783,19
AMON,6
CG4330,6
GADD45,6
GC,2
CG1239,32
CG17068,4
BL,27
TKO,6
KLP98A,3
EBI-141907,11
CG14436,11
STIL,6
CG13957,21
CG18341,4
EBI,22
EBI-261109,6
CG4323,6
CG12011,4
CG8478,19
BOTV,3
CG13887,4
CG5114,19
CG8578,15
CG4407,6
EXU,0
CG9752,28
M6,23
EBI-113827,7
EBI-501095,17
CG15249,21
CG12012,0
CG6036,28
TFIIA-S-2,6
CG3448,2
CG33713,2
CG6404,7
EBI-157064,7
CG2022,8
